A	my erm
A	for her twenty-first
B	yeah you can just pop in it's not too far is it?
A	but I don't know cos everybody's gonna look really dressed up cos it's a black and white party
B	yeah probably not
A	I feel really bad but I'll see I might just see how I get on with packing for holiday
B	yeah like
A	and then
B	really?
B	it's not very
A	no
A	cos we're away as well we're not just at work or something we're away
B	are you definitely gonna stay there now?
A	erm I
B	yeah
A	erm
A	I was like
B	yeah
A	yeah and he's lived in New Zealand
B	where does he? has he got anywhere like in mind or?
A	what abroad or?
B	yeah
A	originally before I got the job here
B	oh I remember you saying yeah
A	yeah cos I wanted somewhere where I could speak Spanish and he wanted somewhere where he could speak English
B	mm
A	to live there
B	I think it's might be a bit claustrophobic as well
A	yeah cos it's
B	and I think like you're kinda cut off cos it's you have to like go through quite
B	yeah
A	Spain the south of Spain
B	and then you'd be like I just wanna live in Spain
A	yeah
B	yeah
A	there was like a programme on like Britain in the sun or something?
B	mm
A	and they were saying they live in
B	I think you can be stuck for hours
A	yeah
B	but would you stay round this area?
A	yeah yeah
B	can his job like could he work abroad with his job? yeah
A	I think so
B	that's really cool
A	yeah
B	yeah
A	I dunno
B	it's so far like
A	and it's and it's expensive as well like I know it's
B	yeah
A	it's all relative so you'd probably get paid
B	I think the boom's like come and gone there
A	mm
B	like they can't afford anything now
A	yeah
B	although they do have like swimming pools in their garden
A	but it's totally different in New Zealand isn't it? because they all live in like
B	do they?
A	like some of them are like still in like corrugated like tin
B	before?
A	and I was like is that your house and they were like yeah why? I was like nothing
A	just looks like a portacabin or something
B	yeah that's crazy
A	doesn't just didn't seem very developed
B	yeah I'd love to go there
A	yeah
B	yeah
A	but then we were saying like we are we were sat in
A	erm just post war and we were like can you imagine people like sat
A	it doesn't really have any history cos it's only like a hundred years old or so isn't it?
B	yeah
A	in Spain?
B	no not in Spain sorry
A	oh
B	in Australia
B	erm
A	yeah
B	incredible stories and like
A	yeah
B	it's so rich
A	yeah
B	hundred years or whatever I don't know how many
A	yeah
B	yeah
A	got the Iphones over here
B	yeah
A	yeah not
A	we'll have to print it all off
A	have it as tall as the er
A	six hundred metres tall or whatever it is
B	sorry which page were you looking for?
A	oh dear
B	funny
A	how was your first evening? off?
B	it was really nice
A	free from?
B	yeah
A	oh apart from
B	apart from well
A	oh
B	erm but yeah
B	and erm
A	ah I love that
B	I know we do
A	I love Harry Potter
B	we do
A	ah
B	a glass of red wine so it was really lovely
A	yeah
B	yeah
A	mm
B	go to sleep I all just wanted to to like snuggle
A	yeah
B	yeah
A	it's nice sometimes and
B	yeah
B	that's so exciting
A	or ironed them or anything
B	do you know? do you know like? erm do you just stay in one place or are there things to visit in like I've never been to
A	er
A	there are different
A	a harbour and a port and you go
B	wow
A	erm
B	I've always wanted to try paddle boarding
A	you can go to
A	that's
B	yeah they look really stupid
A	yeah
A	cos I'd just I'd just be in all the time
B	my mum has terrible balance and
A	oh really?
B	yeah
A	oh okay
B	I think it would be quite
A	I might try it too
B	I'd
A	and like cos some of the beaches are black sand
B	gonna be amazing I'm so jealous
A	I'm doing that yeah
B	yeah I'm gonna erm book my flights to
B	so I'm really excited
A	yeah so I'll be jealous when you go there
B	and
A	yeah
B	it's not that long
A	yeah
B	and my aunt's here and everything so I don't wanna miss everyone
B	I kept I kept like two articles which I think might be interesting for everyone to read
A	yeah yeah it's good
B	erm but the rest of it I just thought no put it in the bin
A	yeah
B	yeah put it in the recycling
A	yeah
B	yeah
A	but I won't
B	yeah that's the thing it's like
A	I have just got a dissertation folder
B	it is really hard to like I'm
B	I dunno it is really interesting but it's
A	yeah
B	it's equally like
A	yeah
A	cos I did
unknown_female	I'm sorry to interrupt you
A	that's alright
