A	is it recording?
B	erm what else were Smiths? I didn't think they were even going still
C	Walkers bought them
B	oh really?
D	so these are all what's the sell by date on these?
B	I checked cos I
C	three for a quid absolute
B	part of me thought they were still been these since like
C	got a couple of months left
D	you sort of made on the in the shop
D	it's sealed as well
B	but obviously no one's touched it for like two months
D	oh yeah they don't like cream around these parts
B	it was a Londis
C	it was?
B	yeah
D	don't say those words
A	I think June's gonna be our month
D	well
C	our two
A	yeah
D	but how can erm
A	no
D	so Moscow's gonna go off
C	pass that cushion please
D	this one?
C	just er for a lean
D	yeah
D	erm
C	Moscow
A	well I can put er on my go I can throw a er quarantine on that
D	oh yeah you can
A	you have to use an event card on your next go
C	so they count as a card?
A	yep
D	yeah yeah
A	well
D	I can fly to Lagos and give you São Paolo?
A	but you do need you know we we still have to do a you know yellow don't we?
D	yeah
C	you can't cure
D	I can't cure
A	so what good are you?
D	I'm
D	they're making a
A	yeah or a TV series I can't remember which
D	erm
A	British guy
B	what's this question?
A	er do you remember The Tick? TV
B	no
C	no
B	but they're made of marmite and I don't like marmite
D	wicked
C	what was that sorry?
D	I er he's a British actor
A	mm hm mm hm mm hm
D	would it be erm Dominic
C	Stath
D	er
A	The Tick? he's a
D	yeah
A	oh Dominic from The Wire?
D	yeah
A	no he's not that big at all
D	so he's a big guy then?
A	yeah
D	oh er
C	what do you wanna know?
D	just tickled myself
B	are you Ollie hard hat?
C	no
D	er I think it would be erm
C	Danny Dyer?
A	oh
C	Ross Kemp
D	Ross Kemp as The Tick
B	yeah
C	Ross Kemp on
D	yeah
A	no
D	no
A	comedy sphere
D	in the comedy sphere
C	Nick Frost
B	the comedy sphere
C	Nick Frost
A	no
C	Simon Amstell
A	but you're close with the name
D	oh
C	not Pegg?
D	Peter Serafinowicz
A	yeah
C	mm
D	that was quite good
C	mm hm
D	yeah
A	he is quite big six foot five last time I checked
B	have you seen that they're gonna are about redoing Lara Croft?
C	oh
D	I'd redo Lara Croft
B	and do you know who they want as Lara Croft?
D	Angelina Jolie?
C	is it Simon Amstell?
B	no
A	it's the Star Wars girl
B	yeah she is pretty isn't she?
D	she
C	she hasn't got the body for it though has she?
D	she's
C	fair play
A	and when you mean body
B	oh that's pretty easy to fake though
C	ask
D	did it in the computer game
B	exactly
D	erm
B	well it's the same thing that
D	yeah yeah there's
B	there's already in my
D	two Spidermans
B	it's mad
D	yeah
A	well what did you think of the eyes?
D	I thought that's weird
A	I liked it
A	well I think Tony made it for him
D	that's the that's a good explanation
A	mm
D	that that Stark's involved in on it and the suit
D	the emotive spider suit
C	oh
A	cos have you seen
D	yeah
A	yeah
D	I thought er Reynolds nailed it
A	he did yeah
D	and Monica Baccarin was just smoking hot
A	oh
D	smoking hot
A	although I went to see it with a girl and she said it was just typical erm
A	yeah
D	yeah
A	wow
D	yeah yeah
A	where's daddy
E	oh I dunno
A	has he gone for a long walk in the snow?
D	er right it's my go
A	Godspeed you know this song
C	okay
A	he ultimately turns into er er Twenty-Eight Days Later
D	yeah yeah
A	oh the new one?
D	mm yeah it's out did you not get the message I sent you saying it Batman's was coming?
A	oh no yeah yeah I didn't didn't
D	didn't pay attention to any of the messages I sent
A	I didn't I didn't make that
D	like you didn't make the link with
