A	hey
B	hello
A	thought you'd be in the new ride
B	yeah I know like a few people have said like
A	what you can't get the bike in it?
B	into my car
A	oh I see
B	it's erm
B	do you want to turn it up?
A	oh damn it
B	been a long time since I've driven this car as well it's really and it feels like a lot heavier than mine it's really funny
A	I got some driving gloves for Christmas they're so handy aren't they?
B	they're really good yeah
A	bloody
A	always forgetting that er landing light there's a barman going anywhere nothing happens you think oh turn it off then
B	oh no
A	er he was in Manchester last night
B	uhu
A	he's driving back at the moment
A	yeah go might go
B	oh very exciting
A	oh yeah so exciting
B	I I love a good mattress test me
A	you can get lying get lying down on it don't you?
B	yeah
A	good
B	yeah
B	I was like well you didn't have to come
B	I'm sure you'll find something
A	you want to get what you wanted though
B	yeah we're like
A	but yeah
B	we really wanted something comfy we managed to settle on something that was like not as good but still pretty good for like a third of the price of
A	well that's what I've said to
B	yeah
A	and erm I said don't hold back on price cos I'm like
B	yeah
A	I said cos you're the one who's funny about sleep
B	yeah
A	like super funny about it so I can't
B	yeah
A	mm
B	oh the joys of adulthood
A	I know
B	when you're worrying about mattresses
A	oh funny
B	any work we're cooking tonight
A	we
B	fiancée fiancée
A	coming over for dinner I haven't seen him in a while
A	er well I think erm
B	no
A	recently?
B	okay
A	who are like shopping ridiculously
B	yeah
A	and they've all got certain problems and erm basically firstly this this family they they their biggest problem's where they don't look what's in their erm kitchen before they go
B	I hate that
A	and don't write a list and don't plan meals erm
B	just got too much food
A	so they're buying way too much food and the husband he buy he likes to just try things new
B	yeah
A	so he's always just picking he doesn't really know what they are he picks up like jars of stuff
B	yeah
A	and said oh we'll try that some time so their biggest thing is they had to plan their meals and then obviously only buy the stuff that you need for those meals
B	yeah
A	and then they have a day off for whatever the husband's name was for him to do whatever he likes
B	yeah
A	so he can still go
B	okay
A	basically just buying brands cos they think it's better
B	yeah
A	erm and the wife she's got four kids so she's
B	yeah
A	and she and even that she'll buy
B	okay
A	and stuff like that
B	yeah cos she can't be bothered to cook
A	yeah
B	right okay
A	things like that
B	really?
A	like
B	it's
A	it turned out be like something like eight grand a year six grand a year
B	on food oh my god
A	on food
B	yeah
B	yeah
A	they take everything out of packaging and just label it like tea
B	yeah
A	or coffee and it's so funny some people when they haven't even changed their brand they're like this isn't the same this has definitely devalued stuff
A	yeah for instance one thing they this couple the other night like marinated chicken
B	yeah
A	from Marks and Spencer
B	okay
A	and
B	that's hilarious
A	and they were like it's the same
B	yeah
A	but I've all the time don't buy bolognese sauce any more or lasagne sauce I make that from scratch
B	yeah
A	but I was like how the fuck do you make a curry sauce from scratch? not that I would
B	yeah a little bit it's it's like tinned tinned tomatoes and coconut milk essentially
A	yeah
B	erm obviously it's got loads of other spices but that's like the bulk of it
B	yeah
A	yeah
B	yeah
A	just she was like and then she was
B	yeah
A	so
B	oh my god
A	I was laughing
B	yeah
A	out of nothing and they made that it's just like chopped roasted vegetables like courgettes
B	yeah
B	yeah
A	and shit and spices whatever you want with that and then I don't know what you put it with yet
B	well it sounds nice
A	probably new potatoes or something
B	sounds good
A	oh yeah
B	and I kind of like sprung it on mum I was just like oh and we've not got plans for Saturday shall we just invite our parents round? cos apparently since we've moved in we've never cooked for his parents which I think is quite bad
B	it's been like six months erm
B	I'm like okay oh
A	oh
A	well if you wanna go to Tesco on the way back with me I need to pick up my stuff
B	I haven't got a clue and the like opinions that
A	yeah
B	and I don't really wanna do that and I don't wanna like I don't wanna pick something that's gonna take me ages either
A	no yeah that's good
B	yeah
A	I text your mum yesterday
B	did you?
A	last night
B	I'm sure she appreciated that
A	what did she say? I was like
A	I think I've lost my voice from screaming so much
B	yeah
A	yeah probably
B	I do I do I do enjoy the six nations we were actually out last night my dad
A	oh yeah
B	I don't know if I told you?
A	you did say ages ago about it but I don't think it would come round so quick
B	yeah so he's off on Monday for three months so
A	it was a good game
B	I do enjoy it
A	well he's not sport at all is he?
B	no
A	so maybe tennis but that's about it
A	I mean I don't I don't watch sport like
B	yeah
A	like just really
B	no
A	watching
B	yeah
A	cricket
B	it's a lot easier when you've got somebody to like get behind
A	yeah
B	I can't I don't I don't understand like
A	they like don't like support either convenience
B	yeah
A	they're like well we really want to see where they come in the cup it's like how on earth do you keep track of that? I'm like what fucking cup are they playing now?
B	yeah
A	is it a league game? or is it?
B	and it's so unnecessary as well because if you watch something like Match of the Day you kind of get a round up anyway so why do you have to watch like
A	it's more fun to watch that
B	weird weird
B	yeah
A	irritate winds me up
B	yeah
A	yeah I've really not been thinking it it's crazy
B	yeah
A	not thinking about and I just thought today oh god we're going to
B	that's very exciting
B	yeah
A	have you decided what day you're doing your
B	no I haven't really I haven't really planned anything I was actually going to speak to you about it because I didn't know whether you fancied doing like a joint something at some point like
A	yeah
B	I'm not doing anything on my actual birthday erm
A	find somewhere
B	yeah and then go go for some nice walks in the Peaks yeah on Saturday
A	that sounds really nice
B	erm so I'll be out Friday and Saturday anyway
A	I know I'm the same though
B	I just don't really care it's another birthday I don't know
B	yeah she's alright
A	she settled down south?
B	yeah kind of like I haven't really seen her in ages to be honest
A	it's more of a she's just there for work
B	yeah she's literally there just for just for the job and I think
A	the social side does grind on you a little bit doesn't it?
B	yeah it's just and like she's already admitting that she's not going to be able to do it long term and then I'm kind of thinking like
A	her and
B	yeah I mean I think they had they had
A	yeah
