A	because when I turn them on
B	if you put them all on
A	I couldn't get the one on in the room in the bedroom
B	oh
A	I mean it you can feel it underneath on the pipe but it's hot
B	and it's not
A	when you turn it
B	it's not
A	yeah that's what I that's probably they've sat there and not been used then that's the sort of thing
B	oh
C	it's handy
A	yes thank you both
C	there you are
A	thank you
C	erm you know cos if anything goes wrong
A	yes
A	that's right
C	good
A	mm lovely salmon
C	well it's a treat isn't it? I
A	mm
C	I love smoked salmon as well
A	mm
C	so I'm doing a coast walk tomorrow
A	mm
C	because I I've got till end of July to finish the coast path
A	yes
C	for the south west so I want to get on with it cos I've had a couple of months off
A	mm
C	get to
A	that's nice
C	well I haven't been to
A	mm it's very nice
C	and the other side of
A	oh yes mm
C	oh is there?
A	mm
C	because you went there with
A	yes and I went there for training with the youth hostel
C	oh did you?
A	mm
C	oh right okay
A	mm it's very pretty
C	grandpa's been there twice with
A	mm
C	to a hotel that he used to go with grandma
A	mm
C	that's nice
A	good
C	so he's going out to the bed
A	mm
C	and
A	that's nice
C	yes
A	mm
C	so this week we've been fairly busy then
A	yes
C	good
A	yes exactly
C	yes
A	mm slept on the bed
C	on the bed? was that mattress reasonable?
A	mm it's fine mm
C	oh is it? okay
A	yeah
C	and you have a plenty
A	mm mm
C	it's good
A	plenty warm enough
C	it's good
A	lots of hot water for the shower that was good
C	oh and that's nice
A	yes
C	and that that amazes me because you've got all those people there and yet it doesn't you don't see a lot of people around or many cars driving about
A	my street hardly anyone's moved in
A	but even when you go out
C	yeah that's it it's surprising isn't it?
A	mm
C	it's strange
A	mm
C	the only I went for a walk when dad was fixing up your bed and I the only people who were around were a few mothers walking obviously taking their children to school or playschool somewhere
A	mm
C	that was it
A	I haven't been in
C	no
A	I didn't want to do a big shop there
C	no no but anyway it'd be handy if you ran out
A	Co-op's not got the huge range
C	ah
A	I mean it's not a megastore cos I wanted to do one big shop
C	yes
A	yes I mean that's all price matched isn't it?
C	yes
A	mm
C	I was told I was an amazing person yesterday
A	oh by
A	does he tell everyone?
C	once to me and I didn't know what she was on about cos we just think of ourselves as we are no we met dad's
A	oh yes
C	no no er he works with
A	yeah right
C	and we had a coffee after the swim and I started telling her about the coast path and cycling the Hebrides different things and she
A	oh that's nice
C	oh this is good
A	that's nice
A	mm
C	be not many people quite
A	mm
B	your car's done
A	low isn't it?
B	well yes mine's on seventy-three
A	yes I must get it serviced though when I turn it on it says service now
C	oh does it?
A	but it doesn't have any warning lights on when I'm driving
B	no but that's
A	so I think it just you know they're clever aren't they? they know
A	mm
B	when it did the last service
A	mm
B	and it's obviously
A	so I think that's all it is but
B	yeah
A	I must do it anyway but it it sounds fine
A	it's going along and it's getting
A	no like soap like Fairy looks like Fairy washing up liquid soap it's not foam it's
B	yes
A	I'll take it in and get the valet done but
C	yes it's probably
A	for the inside it's worth doing isn't it?
A	you can never get it the same with a hoover
C	no and even if you just have it
B	no
C	done the once
A	mm
C	and then do it yourself after that
B	is it self-service valet or they do it?
A	no proper
B	does it say the
B	yeah
C	and has it all done I
A	I think once cos you just can't get the seats right yourself
B	no
A	you can never do it
C	and it was in a pretty bad state really wasn't it?
B	upholstery
A	inside it needs doing properly
A	I thought there's no point doing that until the service was done
B	no
A	they might get oil
B	yeah
C	yes
A	I mean they try and be careful but
C	yes
B	yeah
C	see I don't think I told you the story
A	no
C	erm it wasn't working so
A	oh really?
C	he said I've never seen a dishwasher like it
C	he said the only thing I can think of is that your father's been putting washing powder in from the washing machine
A	oh no
C	instead of dishwasher tablets
C	but anyway it's still working a month later
A	good
B	did he
C	he had to
B	clean clean it
C	getting it all out and he'd never met anything in his working life like this
A	oh dear
C	what else he's put in there
B	and that was the washing machine was it? or
C	that was the dishwasher
B	that was the dishwasher
C	it was about a hundred and thirty pounds but it was still cheaper than a lot of
A	yes
C	than buying it
A	oh dear
