B	so
B	yummy
C	thank you for the dinner it was nice
B	it's okay
A	ho ho
C	I like it
B	mm?
A	ho
B	actually maybe could have done with a bit more
C	I think it's fine
B	really?
C	mm mm
B	what's that?
A	yummy
B	yummy yummy
C	mm mm
A	ow oh
B	oh
A	ming mink
B	mm?
B	would you like to try some chicken
A	yummy
B	I'll have some
A	yummy
B	mm yummy
B	so did you
C	no
B	what do they do in the day then during the summer holidays?
C	I have no idea
B	you should ask them
C	I think
B	what does he do during the day then?
C	I don't know
B	mm
B	mm
C	don't really know anything else play
B	has he got Xbox Live?
C	play with his friends at town erm yeah I don't
A	oh
B	you don't?
C	no
A	ow ow ow
C	I used to
B	oh
A	mink
B	me me
A	where are you?
B	where are you?
B	and on
A	and on
C	erm don't know to be honest
C	yeah
B	do you like them?
C	kind of
B	is he alright? is he a nice lad really? but just a bit annoying
C	mm mm it's kind of like with other people that he'd prefer
B	yeah
C	he'd probably like be a bit more mean to the person that he's preferred less do you know what I mean?
B	yeah
C	like I'd have a great time with him if I was on my own with him
C	but if there was someone else he'd probably just
C	I don't know be a little bit mean to me
B	yeah
B	so what would they do all day in town? just hang around?
C	erm just kind of like go to the shops get something to eat and then they just kind of sit down somewhere and talk and have food and stuff I guess I don't really stalk them
B	no I just wondered
C	mm?
B	I just wondered
C	oh yeah I wasn't I wasn't trying to say that in a an
B	mm
B	mm?
C	and then
A	what?
C	sometimes their friends go to their house and stuff and they play games together
B	yeah
B	mm?
C	mm not really if they do stay in the house well I I don't know
B	so
C	mm
B	or
B	yeah
C	am I allowed to go to any of my friends' house?
B	yeah
A	no
C	okay
C	am I allowed to go over to
B	erm
C	I know what it is
B	that's in town can't you just start with the people round here? because last time you went to
C	I am really sorry about that
B	I know but start why don't you start with the people round here? you could actually walk to other than all the fact that like I can't pick you up
A	yummy
B	or yummy
B	okay
A	how ow
C	maybe yeah
B	mm?
A	ow
A	you're mean
B	you're going to get bored if you don't like like some of your friends
C	I do just
A	oh
B	oh
A	me me
B	me
C	the friends I like the most
B	which ones are they then?
A	oh pow pow how how oh
B	why don't you phone up
C	yeah I might try and Facetime him when I'm up there
B	just try and phone him now
C	right now?
B	well not now cos you're eating dinner
C	okay I don't really
B	if he has football in the mornings
C	okay I don't really
A	ow ow
B	ow
A	may
A	ow
B	ow
C	can feel a bit puffed out now though
B	a bit what out?
B	I know but just do it
A	hey yo hey yo he
B	hello cos we're going to be out tomorrow I'd say
A	hey yo
B	mm?
A	hey yo
A	hi
B	are you sure you don't want some mince cos it's delicious
A	eh?
B	okay it's a
A	how?
A	mm
B	so you going to watch any more Daredevil?
A	how?
C	maybe
A	hey you hey yo
B	you'll have to let me know cos
C	maybe but I was thinking
B	mm mm
C	erm on the weekends just cos it's two days two days a week
B	mm mm
C	am I allowed to? cos on Friday it was like games to ten and then we
B	yeah
C	read until eleven and stuff
