A	yeah will I be alright wearing that yellow dress?
B	yeah it's gorgeous
C	yeah
B	you're right
C	yeah it's gonna be the brother
C	his brother
A	his brother
unknown_female	oh okay
unknown_female	you wouldn't wanna be his brother though would you?
B	I bet these people think once they leave me they'll realise it doesn't matter that it's not the right person to fall in love with me now I'd be like well
A	yeah
C	can you believe how someone would do that? like
A	mm
C	what sort of like dickhead do you have to be to do that?
B	she's well pretty she can have anyone she wants
C	I know
A	it's true but still I'd be like fuck off
C	he's not that famous yet though
B	oh
C	and their voices sound very similar apparently
C	her
unknown_female	mm
C	she's gonna find out whether this guy
C	yeah
A	yeah
C	fucking hell
C	but it's not well it wasn't like
B	oh
unknown_female	yeah
C	fucking hell they're like a big deal aren't they?
A	shit mate
C	he has definitely been
A	he's not fit
C	he looks like did you ever see
B	yeah
C	like can you imagine how gutted he's gonna be after seeing this?
C	oh my god
A	me and
C	I genuinely thought you were gonna kill him
A	it's a good job that was made out of foam and it wasn't a fucking crowbar
C	can't even remember where I put mine
B	I lost mine I took the
B	mm
C	bless you
unknown_female	thank you
C	I know nervous
C	yeah she is
A	I know
C	I think
B	yeah so do we still not know if it's his brother?
A	we don't know he might be
C	that is
A	paedo brother
C	that is crazy
unknown_female	oh
C	fast forward don't you worry I got you hooked on this
A	you have
C	it is so fucked up that people do this though like
A	yeah and
unknown_female	oh
unknown_female	oh my god
unknown_female	oh
A	she's not been
B	oh he's so nice look how nervous he is
unknown_female	oh
A	she looks gorgeous
C	she does look stunning
A	ah I can only imagine how much she'd be shaking
C	oh my god
A	oh
C	I know
C	and he's so cute
A	I think he's
unknown_female	I think he's
C	yeah a little bit
B	that's crazy
A	that is crazy
B	I love a happy one
C	I know
B	oh my god
A	her arms are tiny
B	mm
C	I know
A	she's
C	how short her skirt is though like
A	yeah
B	she's
C	ah
A	oh I love that dress
C	no I'm not being funny but if you looked like that
A	yeah
C	you wouldn't either
unknown_female	mm
B	do you know what he might've done? he might've deliberately acted like this knowing she might go
B	he might've been like
A	yeah
C	like and that's why he's not made it yet
B	oh my god
C	his friends have paid for his ticket though
A	really?
C	that's a fucking amazing stag do
B	yeah
A	yeah
B	I think you've gotta do a holiday for your hen do like Prague or
C	yeah holiday
A	yeah holiday
C	oh my god my cousin
B	yeah
A	yeah
C	she went on she went abroad she went on a boat er it was like a boat cruise but it was a hen do boat cruise
A	oh my god
B	what?
C	and oh my god the guys that were on it that were strippers their dicks were fucking huge
C	she got reported on Facebook for having them on just cos they were that vulgar
A	oh my god
C	like his balls were in her mouth and
C	it's literally everything cos she she er
A	was it her hen do?
C	yeah yeah yeah she was
C	apparently
unknown_female	oh my god
C	I can't ever imagine ah
D	ah
B	see what I mean?
C	yeah
C	you and that fucking word
unknown_female	what does that mean?
B	like when you buy some earrings
B	like a metaphorical
unknown_female	slag
C	you can't call her a slag
C	have you ever had a long distance relationship?
A	no
C	they're the worst thing ever
B	I don't think I could
A	I dated someone in the army once
C	yeah that that that yeah
A	yeah that were awful
unknown_female	oh
C	sorry
unknown_female	do you have tickly feet?
A	no
A	stop it
unknown_female	I've got really ticklish feet
C	I'm not ticklish anywhere
B	are you not?
C	nowhere
B	oh my god
C	friend or fraud is he a child?
C	surely that's like paedophilia?
C	I don't get what he's done
B	he's managed to get her to pay for like transport and some
C	well he'll probably
C	yeah
B	what a fucking dickhead
C	not being funny but I've never been in a situation like that but I know not to do that
A	yeah
B	yeah
A	surely that's just called fucking common sense
B	yeah
A	yeah
C	twat what an absolute idiot
A	this is probably why
A	yeah
unknown_female	oh
unknown_female	oh
C	ah little pussy cat
unknown_female	ah
A	oh I know you would wouldn't you?
C	yeah
B	this is
C	yeah it's weird isn't it?
C	no
B	like
C	yeah like I hate that
B	yeah I know
