A	that would be my point cos it's just a point of principle that I don't really wanna take the job search too far
B	yeah
A	while I'm not on full hours because I just don't think that's
B	oh no of course not no
A	and I know a lot of people would apply
B	and also you kind of don't wanna turn
A	and now I'm fucking off
B	now I'm pissing off yeah
A	or I've used that tack you'd never want it to be the case that they'd turn round and be like oh but you were on sick leave then but were you that sick?
B	yeah exactly yeah
A	if you could search for job and that's not
B	you don't wanna damage your relationship with
A	and also don't want it to be the case where they think oh we moved you from a certain subject to another one and you weren't happy so you've now left and it's kind of like well
B	yeah
A	but I'm just like you know what?
B	but after six eight months I think that's probably fine
A	yeah I mean that's the thing like the hospital treatment is like the first batch of it is pretty much coming to an end erm and then they're going to reassess and see what more
B	yeah
A	cos the problem is that everyone else in the
B	yeah
A	so I haven't had anything
B	mm
A	and what is good and what is bad and what to look out for nobody
B	yeah
A	I've been trying to dictate all of this myself and I could've got it completely wrong in some in fact in some ways I think I have erm which is why I'm struggling with
B	but if you've never
A	no not in a working context
B	mm
A	I'm not I've not ever been that bad that one appointment is enough to set me off but also
B	but also
A	no and it just
B	for you to
A	no I think
B	take this opportunity to be like oh I need this much time off work because I've got chronic fatigue syndrome or like
A	I miss being at work I miss
B	yeah exactly I think you've
A	I miss being at work and I miss being able to
B	you've got that drive
A	and that's what I've missed and that's what I'm starting to get back now
B	yeah
A	is getting that bit of drive so me looking at stuff like you know I've had my inbox
B	mm
A	and stuff that I find interesting
B	yeah
A	and would use in
B	yeah
A	and started to make notes and er and that's me starting to get that drive back and I was like oh I'm gonna go you know and I'm going on a lot of training courses over the next couple of weeks which should be quite good
B	yeah
B	yeah
A	is it marketing but not in a publishing industry? or is it definitely publishing that I wanna be in? but maybe not marketing
B	yeah
A	or is it publishing but just not
B	yeah
A	I don't know whether you can really like
B	mm
A	it's er I'm it's kind of mm kind of done
A	yeah not in any bad way but it's kind of yeah I wouldn't
B	mm
A	but actually
B	yeah
A	I'm able to have a holiday I'm able to see my friends yay
B	and like living with
A	no
B	or having your own space
A	well put it this way
B	like you've got a room but it's not the same
A	happily
B	mm?
A	er
B	oh my god why are there ten people in the house?
A	so so there's
A	no
B	oh
B	okay
A	there was also
B	who's
B	yeah
A	and then
B	she's a forty-year-old he parties like a twenty-year-old
A	yeah she is
B	but
A	I was like anyway I don't do that as a twenty-year-old like
B	do they go in your room? do they stay in your room?
A	no
B	no
A	oh gosh no no and that's one of the things I
B	yeah you rent that you buy you pay for that space and you get that space yeah
A	yeah and if it has
B	yeah yeah yeah
B	you'll know
A	it's gonna be pretty obvious and usually I leave my bag in quite a
B	oh yeah
A	oh I'm
B	I read so many Buzzfeed articles
A	that was pretty much my life reading on the way
B	but I do that as well like erm when
A	yeah
B	but she had like she's had a few house parties over the summer and I was like I'm really sorry but er the one thing I don't want is anybody going in my room
A	mm
B	I don't want them going in my bathroom I don't want them using my room
A	yeah
B	because I just don't trust them and I don't trust them when they're drunk
A	no
B	and it's just drunk people going in your room and going through your personal things and it's just it's not fair
A	yeah it was like er
B	yeah
B	and whose house was this?
A	one of the girls from er you wouldn't know her cos she's just started
B	yeah
A	erm and it was like oh no I mean they managed to get all the stuff out but it is it is that kind of thing I mean you know yeah they have to come into my room if the fuse goes cos erm that's where the fuse box is
B	yeah yeah yeah
A	and yeah okay some of them use the shower if they're in a hurry but usually they'll knock on the door or ask if I'm using it or you know whatever so
B	yeah
A	so you know it is that kind of thing but to be honest it's just I don't feel like I've really been there that much I I don't
B	yeah
A	I'm not
B	yeah
A	yeah I remember you saying yeah
B	cos like this week so this week what have I done? erm Monday I was at
A	mm yep
B	Tuesday I went running so and I had my hair cut beforehand so I didn't come home till like half nine
A	mm
B	Wednesday I went I went round
A	mm
B	because she'd been at
A	mm
B	so er yeah I because we're just so busy just seeing each other like even just being in the house for long periods of time is like I spend hardly any time in this house at the moment
A	yeah you're so busy
B	yeah it's manic and I like it I like being busy I like doing stuff but like this weekend it's just nice to have a chilled weekend where you just
A	oh good
B	no no
A	I was
B	oh oh no no no trust me no
B	I have enough social stuff in my calendar to last me a lifetime
B	no I'm very good thank you I am good with a nice chilled
