A	that sounds very exciting
B	no it's not
A	you're just messing about?
B	yeah
A	with rivers
B	oh
A	er you in there
B	yeah
A	oh good
B	yeah
A	and she's writing?
B	I think it was
A	okay
B	yeah
A	is it?
B	yeah
A	what from what the guy's been doing?
B	yeah
A	right
B	so yeah
A	what's
B	oh it was  it was  looking really good
A	oh good
B	I saw um tut I think
A	mm
B	spoken to him though
A	oh blimey
A	well I
B	well they can't find anything wrong with her
A	oh
B	she's been having tests since October
A	has she?
B	yeah
A	right
B	I mean she doesn't finish till they close the shop
A	yeah
B	at six
A	yeah
B	so she won't look at her phone until then
A	well she er texted me earlier than that last week
B	oh did she?
A	on a Saturday she
B	oh
A	manages to get away
B	mm
A	that might've been because
B	mm
A	unfortunately
B	she's just a nightmare
A	yeah
B	she's just she's like
A	well they're just trying to save costs by not hiring an assistant manager
B	mm
A	and not paying
B	I know
A	reflecting that
B	absolutely
B	exactly
A	disgusting behaviour
B	tut
B	oh I know
A	Cos he's a lazy boy
B	he is a lazy boy
B	huh
A	reality TV shows
B	oh my God  oh my God  no
A	no
B	oh you don't wanna watch that
A	no
B	are you? You weren't
A	well er I was thinking I would head back either way
B	oh okay
A	um
B	okay
A	and then we're gonna go and feed the lambs tomorrow
B	ah
A	so that would be a good plan for tomorrow
B	you're not going to eat the lambs?
A	not going to eat the lambs
B	Good
A	we're going to feed the lambs
A	he's got lambs
B	ah
A	so yeah
B	Good good
A	do that tomorrow
B	is it? Cos it's it's been cold today
A	only a few degrees
B	well it
A	so
B	it definitely did
A	yep
B	have you had enough of this now? Are you gonna?
A	yeah
B	okay
A	yeah
B	you're enjoying it?
A	yeah
B	yeah
A	it's interesting
B	you see you have to start at the beginning
A	I think I have seen that first one
B	I like his character
A	so yes
B	yeah
A	huh
B	no
B	I do hate it
A	this is the same age as me
B	I hate all er his films
A	all his films are about his father
B	yeah
A	claptrap
B	huh
A	what time did this start?
B	er surely it's just
A	five minutes ago
B	yeah
A	but it looks further in
B	you were
A	at school
B	the first time you watched it
A	they showed it to us in in
B	tut
A	it's because I thought the men in the NASA suits were gonna come in through the back door the way that they do with ET
B	oh no
A	and put me in a little incubator
B	oh no
A	the way they do with ET
B	tut
A	Elliott's crying
B	I
A	I can only have been about
B	mm
A	do you think?
B	I thought you were older than that
A	well
A	it was er definitely when we lived in
B	really?
A	yep
B	I can't
A	for a time
B	I I just
A	it was that house
B	mm
A	which means I was maximum seven years old
B	mm
A	which is quite young to show an alien film to surely? I mean I know the little girl in this is quite young
B	mm
A	it is pretty scary
B	er yeah
A	yeah
B	I haven't spoken to them since then so
A	oh you should get
B	I know
B	I know
A	but then that's when it always feels does really um putting pressure on yourself makes it worse
B	yeah
A	no
B	at the moment
A	no
B	mm
A	just see how you go
B	mm
A	no
B	no
A	I knew everyone
B	so everyone felt kind of comfortable I hope
A	yeah
B	mm
A	it was nice to see
B	mm
A	they're all nice
B	did you?
A	a pint after work
B	mm
A	and er actually I when I was cycling down the road I saw
B	oh right
A	cutting through this er I
B	yeah
A	cos
B	is it open now?
A	and it is open now but it was all in a beer tent at the back
B	oh right
