A	of course it's Alex
B	look at his hair
C	I fucking hate his hair
A	course he's in New York
D	why don't they like each other?
B	they've just broken up he cheated on her like
D	is that Alexandra but?
B	yeah broke up he cheated on
D	oh right
C	he had an orgy
A	he's a dick
D	it
A	are you joking? from her?
E	what did he do last?
B	erm
E	I remember that but then they got back together so
B	yeah
E	she's broken up with him do we know the reason why?
C	yes you know
B	basic well there's no really the reason but she basically turned round and was just like look this is silly all my friends are right like I'm blinded by you
C	mm
B	I love Binky's mum
A	that is
A	he is such a prick
B	who Rosie?
A	yeah
B	she's boring as fuck she doesn't do anything
C	when she does you wanna slap her in the fucking face
C	and then she and she
B	did she?
B	oh that was when he slapped her at the firework party
C	he didn't slap her she was just
B	oh
C	said it on
E	oh yeah
C	oh my god
B	this is so set up
E	this is so set up
B	oh my god
B	yeah he looks at the camera he looks at the
C	are you ready? are you ready boys and girls?
E	I noticed that as well
C	look
C	there we go
B	that is so fake
B	I think they've obviously said to Lucy you've gotta come and sit on this bench and meet this guy
C	yeah
A	he's got stupid hair ain't he?
B	all my mates come round
B	oh my god
D	oh I don't like his accent
A	he looks like a paedophile doesn't he like
B	he's got a paedo haircut yeah
A	you know what I don't get right? he's met two girls
A	but no from I don't I don't even care about that part
B	yeah
A	like it
B	yeah
A	and I really and someone says to me
unknown_female	yeah
B	he fancies himself as a player but he's like
A	he does don't he?
B	he's a paedophile
A	boarding school paedophile
unknown_female	er
E	yeah I I really like her dress sense
D	er look at him looking at her
A	I know he's awful ain't he?
B	he's a child he doesn't even have any stubble
B	I remember when I
E	fucking hate Lucy
B	yeah
B	another
unknown_female	yeah
B	I was like oh my god
C	oh what'd she say you big
B	fuck off fucking fat turkey
B	it was in the Christmas holiday Christmas special I was like oh god
B	well harsh but oh my god it's just
B	the funny thing is Jess the only one who's been in like a fully functional relationship for like three years
B	yeah
A	she just needs to sort her fucking eye liner out it's awful
C	yeah
A	every time we see it
B	she needs to have a wash
A	yeah
E	they have all this money and
D	I quite like her
B	oh
A	she needs to wash her hair
C	people are nice to me and I think
B	Rosie is a fucking
A	she definitely needs
B	you know I miss Ollie
E	I miss Ollie
C	ah
B	him in that bloody Union Jack car
C	him in that bloody Union Jack everything
B	he's got a book out called Laid In Chelsea it's meant to be really good
D	yeah I need to read it
B	yeah I wanna buy it
C	is it about all the like the people that he's slept with?
D	yeah
B	I like Riley
B	she doesn't look posh does she?
E	none of them are blonde any more
C	Cheska is
A	so
unknown_female	yeah
A	thought it was her sister
C	no it's her
A	oh right
B	she knows it
A	well I don't see why there are like four guys chasing her
C	cos she's American
A	like she's not that
C	it's because
B	the producers thought that
C	yeah
A	yeah
D	I don't think anyone would
E	her that's her she looks like her
C	yeah
unknown_female	mm
C	I think Billy looks like his sister
E	I think it's the hair though
unknown_female	yeah
B	the only thing that annoys me like their parties look really shit
A	yeah they do look really shit
B	like nobody's doing Jägerbombs everyone just their and their champagne
A	yeah cos they're all busy slagging each other off
E	it's so
A	yeah
E	like like I watched it cos you've got to
unknown_female	yeah
E	but it how good did it use to be back in the day?
C	yeah I know
B	you know like you don't wanna miss out but it is shit like
C	what's it called?
D	yeah
A	what they're not making it again?
D	no
A	oh
D	it's the last series
A	really?
D	I'm so upset
C	yeah you can watch it
D	yeah
B	I don't I don't understand
B	I loved
D	I just love it so much
D	I believe that I'm like the main character
A	does he not like a paedophile like them eyes like?
unknown_female	yeah
B	I think
E	god that would hurt me though
B	she
D	I think she's a bit
C	I've got a fat arse okay
B	she does
C	that's what I mean I swear she has got a fat arse
B	she's so boring honestly though she has no
C	who?
B	Rosie
E	they're all boring though
B	yeah
D	the only one that isn't is Lucy and Binky
B	yeah
C	yeah
B	look at Louise sorry she could've done something more with her hair
A	well I was thinking that
unknown_female	yeah but
D	should go like this
B	it's not even a nice bobble it just makes your hair look nicer you know like she's
B	come on do a pony chop
A	probably couldn't be arsed to wash her hair
B	I don't think she'd wash it either like she
E	she's got an ugly face and everything I hate her
A	who Rosie?
unknown_female	have you seen them in?
E	no Louise I hate Louise more than Rosie
A	why?
E	have you seen her Instagram?
A	yeah
B	yeah
D	how old are you?
D	d'you remember when we didn't believe that he were twenty-two and we made him get his ID out?
unknown_female	I was like prove it
unknown_female	oh yeah
C	yeah and we were all sat there like no this ain't
unknown_female	really?
E	it's like everybody was going
E	oh no I think I might've unfollowed her
A	yeah course you are
B	she looks really nice in this little jumpery dress thing whatever she's wearing dress
A	yeah it doesn't do it I like the the way that the thing is like a
unknown_female	yeah
unknown_female	yeah
A	yeah that V thing yeah
B	looks really nice on her
E	I like that white thing
B	yeah I think
A	a button hole
C	in a button hole
C	who is?
B	Fran's an odd one
B	Fran's very odd
C	I like Fran
A	her?
A	I think she's really pretty
B	I think she's old
C	yeah
C	yeah
D	don't you think she looks like Fearne Cotton like
E	yeah
A	I really don't like Fearne Cotton
B	I love Fearne Cotton don't know why you don't like her
unknown_female	yeah
A	I really dislike her
E	well she does look like her
D	they've all got
D	got very nice hair
C	I love this white jacket I want this jacket
B	oh my god it's beautiful Rachel's have you seen Rachel's like duck egg blue
A	yeah
B	er
B	and erm
B	Alex Jones from the One Show had it on
D	why does she go to meet him?
B	she had it on Alex Jones from the One Show
E	duh fuck me
D	I don't know how she can go and meet after he's done that to her like
D	oh
A	yeah just
B	she's so weak
D	how frigging messed up is this right? I don't really know
D	so she's got this boyfriend and one day she's telling me how
unknown_female	what?
unknown_female	what?
unknown_female	what?
