B	so that's the er the start of it
A	yeah well the the the whole park's in a big dip
B	yeah
A	so
B	well no but I suppose the whole bit of it's called
A	mm yeah fair enough
A	erm oh tunes
B	you need to keep your head back for this bit here?
B	what were you saying?
A	er hang on what did you just say?
B	just one disk free
A	mm mm
B	yes still disk one
A	or what you've done before
B	I'll be very smart
B	okay
A	okay
A	yeah like I said erm so
B	yes
A	sort of little walks and little hills and a little pond and it's it's it's yeah definitely
A	erm okay so yeah
B	yeah I like that
A	yeah well I I think my parents have been the ones that's made the difference today ironically of course
A	yeah yeah
B	yeah I've become quite used to all of this
A	yeah
B	well it's a not bad confused
A	exactly yeah
B	yeah less than five times is good
A	yeah
B	because if he used to know cars
A	yeah the band can go in it yeah
B	well no
A	oh yeah yeah fair enough
A	but yeah erm thanks for doing the driving
B	well I think it's er the gesture's important
A	yeah
A	you can see up on the side there where all the cars have gone up on the edge to get around into that lane
B	superb
A	yeah
A	it's funny in there isn't it?
B	that really annoys me
A	what?
B	we all pay road tax
A	oh right yeah
B	it doesn't help the car traffic flow at all and I'd just like to know what other vehicles
A	I mean sort of bus names yes
B	possibly but I think it's literally just taxis
A	mm
B	I think that's slightly offensive
A	well because yeah if you own a taxi
B	and it's a car
A	that's yeah
B	oh I see what you mean
A	so you could just be driving in your taxi so like erm you know I've I've got  I've got  friends whose dads are taxi drivers and you know driving us about in them and you know that's a taxi
B	the
A	right
A	yeah
A	yes
A	shit I've forgotten my house keys
A	yeah
B	how you can
A	I've I've still got them on the same key ring yeah
B	oh you see I've got a whole set on my keying
A	yeah I'd say I don't have them in sort of trouser pockets so it's not so bad
A	yeah it was silver but it was covered up with duct tape
B	oh right
A	so it kind of completed the colour but it looks sort of wiggly and wrong
A	mm yeah
A	I got a text from
B	yeah apologise and those were the texts we wanted to see
A	no
B	of course not
A	well it was
B	and you shouldn't go out with someone in your team
A	no well
B	that's just leads to
A	mm
B	how does he know?
A	presumably yeah
B	ooh hang on
A	oh yes
B	no it was just instinct
A	mm
B	force of habit
A	oh a coach for London
B	cool
A	I'm sure I've looked into this because I was looking for you know when I was sort of coming down to see you a lot?
B	yeah
A	and it's not that cheap to get from
B	well we could have come and got you from
A	yeah
B	yeah well it'd cost
A	exactly that's what I thought
A	yeah
B	what were you saying?
A	erm yeah one of the nicest ways to do it is to get the Sunderland to London train so that's a really nice train
B	and then come out again?
A	and then come out of London yeah
B	who's we?
A	Us two
B	oh yeah yeah
A	what what was the situation? We we were getting a?
B	Holiday
A	yeah
B	which is
A	yeah
A	and that was ridiculously expensive getting them on the day but yeah so this particular Sunderland train you can get on the train and buy it on the train which is also a key to sort of urgently
B	of course what we could have done on that day is go through to Sunderland and get the train
A	mm
B	but then of course you actually wanted to get off at
A	I was gonna say that that doesn't stop after York so it would have been sort of Newcastle Sunderland Sunderland to London London to
B	I see
A	yeah
B	yeah
B	what like yesterday you mean?
A	well no it's just sort of today we've been saying you know erm I'll have to go to
A	mm
A	yeah erm
B	yeah
A	and of course he doesn't have any money so travelling up around
B	is his job paid well?
